no,county,name,"name-for-sheet2site
sheet2site 連動","description
sheet2site 連動",座落區位,用地屬性,"link
sheet2site 連動","代表照片
sheet2site 連動",lat,lon,97x,97y,諮詢對象-民間/公部門,對策,行動類型,"Filter by this
sheet2site 連動",長版描述,"Detailed Description
sheet2site 連動","Button Text
sheet2site 連動",鄉鎮區,所有權單位,管理單位,國土利用調查代號,相關規範,縣市樹種推薦,LandScript-JPG,UnlimitedCitiesDIY-JPG,參考綠化案例,苗圃,植物園與環教場所,個案頁面連結,,推薦諮詢單位,單點多基地,Shape_Area,可種面積,再種植之面積,評估可再種植之面積
73,雲林縣,四湖運動公園,雲林縣-四湖運動公園,期待提出與樹木共融的設施,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023349607783822&type=3,https://lh3.googleusercontent.com/o0100UgjHfuWAAJ1GKLgLKzGnXK7YhZF8fCxbcPfKv5GDJcIxTgkpNnumPQ1exZX69-C7SuQnOTH_un0TvezFrzX97b88Dd9s-2zFUgHGVDdzsQZ5LGpP478MBJ3iBd1CUyFjtoPMdE7z2qHdcsyXX27p4uNLgnKRsp5yfUHXQGkdf8BMyPK6ORuLu3FjJdt9vNSDpws9uDz4nhrqeCY1JVeanvvqG4_bIOm5USWF_rIHAsoTRkn0KjMO5StaXO9s2M0QOV1QFMfW3qxOiN1VvplX8ySAVhQWdxoa3llyjfqKGNA08uNDyGFa7Uir_HXtdJyIoPYh2WeCSMBQ02FUQ_JinSYB7RCLOOfvC4HiSugdWRKilcRRje1CK3BGYklnQdDnh1fQCy5pPc0bVg6y3DPwlGge_NYV_jlwqpVdl7GthQFP4J1hInlnI1vtZA4dJFM0CRM83DhVcUhoR6u3sMTRopKtHBJY2tljxiL99qyW0I0eKF2xj_ZcfR81bSjCLqgl6MNLNFRJKm1NklzoivR4xL8mddERO916ZgkCikEifiQCz-HSrsKla9eGRQ3M34xcMW1l7MRKvk_WqAlGVm5y49j9TSUE_p7luaESE9auNMQkf8s_3xdVyGRVoIp50O08Afo6M2sPry2mePbSSCg3gpLtopIMQh3MWmySn2t_udoaquiyBwUMyXVUC4=w1179-h843-no?authuser=0,23.6333734,120.2238398,,,,,【願景蒐集型】,"雲林縣,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：雲林縣四湖鄉公所,相簿 與 討論區,雲林縣四湖鄉,四湖鄉,雲林縣四湖鄉公所,70201,(需協調公部門使用最新資料查找),"楓香,無患子",,,"(臺北市華山共融式兒童遊戲場結合樹木配置,https://youtu.be/k2nzbrt9uNA)","(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/73/,,,,"34,586.56",0.5,0.35,"6,052.65"
74,雲林縣,北港溪河濱 (雲林縣),雲林縣-北港溪河濱 (雲林縣),河濱腹地營造棲地環境-北港溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023350151117101&type=3,https://lh3.googleusercontent.com/RPVkRPgnaZCstzLLTTeU3tF_-xjR4k2aJmOYjY_uqy9zedFe8aXMnyBP_J5oVVPm9MMyGaQhTkBEncy2iYbCpxw3o_aHwFGKXxLTx3VEn-kfIgA2WgE3JeE4VCqha74ai-zH_13LaMs1413bLjxTd0QEFra_N4PDI1xKaR91knVUdNuuKbH9QWtME5y7fkqQsLB2VU_Pwoh5caGbYlsqX32qgPES-bpbS7LQVpkDwo9s7BdHnX9cMopRC-bSgaDBctqBqnzEBgerDhUOxtZtmBsitcnJ9Aqshv06DcMlE6reI9ZeAllOUYb-J7lWGtlLSQFrxnkIi-wY_haias1XY9d5A-r5GMw-7vENCUe1p8VE2x8QLlIGl7yTVnhyTltYK7aQRSULJN7ldw0EgsF49W7EtBt7evrMV0GnQUtmvxSheKeroYNhxT_7s3ON968sfrXKy-DXH03uILZaK48k96QBbQPD_7iJUZFG-rpGXuVdhSzX-6D_3ivMEREC5RcZE3-stOkjEDB8WmXAX4AJq-NH5XSilTzoGS-MSv9NpVh_2_2bE6yNUU11QZaHGsm9eSwr6GXeWAYUCQdxewOd-dI3RKuNpgTEpgB4cGOhpNK7c0duCK3UfRQufxFeos4qkww3xyMpgJ37ERb06LAKsEKUkVg49hUV-lRJLXlBKbN426Lb9RjNd_GrOpxgySE=w1179-h843-no?authuser=0,23.565648,120.3079925,,,,,【環境復育型】,"雲林縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-北港溪 ⦿ 管理單位：雲林縣北港鎮公所,相簿 與 討論區,雲林縣北港鎮,北港鎮,雲林縣北港鎮公所,10103,北港都市計畫-行水區,,,,,"(雲林縣-苗木申請業務窗口,http://www4.yunlin.gov.tw/agriculture/home.jsp?serno=200710140016&menudata=AgricultureMenu&contlink=ap/down_view.jsp&dataserno=200904070017),(南投林區管理處-苗木申請業務窗口,https://nantou.forest.gov.tw/0000030),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)",,http://tree.setnil.com/place/74/,,,,"82,349.49",0.1,0.35,"2,882.23"
75,嘉義縣,北港溪河濱 (嘉義縣),嘉義縣-北港溪河濱 (嘉義縣),河濱腹地營造棲地環境-北港溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023350801117036&type=3,https://lh3.googleusercontent.com/dliS8exn2rHWoOkw9qdcIB0a1qvXFW01MmrB585mGdMbzgG3aI0nf5HGfxVDNaas7OJvG97TzTWgNTOc6OLP3grvc0Q5JQeQHPnN9FmmIOhBS8Di6fX6uo23F0G8UiOaFwYYdcMJb9zWQCIdlfet4vZnwbWr4QoJr2ePVu8rYzIk647XAGZ9cHwU9TUGQ9Z1-QSvNee_YPQp45jJRjNydje_6HAzTf1_bxUjcvxkaozOdQqELtknnAksjHT6ftq0jYjbzWfBic4G-kiAz7PpnL40EXkPxZqBvZZeCB7PpGV7uP_DwXWatZAMbkKlo3LhIa9lu7ghA91yBr1AhmKtW0NnssXBjRDpbc42Boma3REYcdq3IFGppEePI8FtlT-9xWCpVw3bgekjuia6XYzZHCoMq9lbVw3CGTpU4xO-L1r7Dhxa3oqsJCnvSX3zvI1tN-XGRQ4CEMNYr2lCMp7J78fn1HsqUKu5i5evMMk5WV7XXBRSghI1P9MryiMCIf0z4bEOEcwxVQ_JympQIRBMVU2RJxfXxDUNvVKOkPutCFHla65UFJjDh7kOIdA8cZ0ebNG7-9eslowZ8QKpAbm0KvzQnh96tJ6g-kwKLN2CS7EJoFCBiBdGFum5V10NCEPMs8bRJ1ttYRhDVUkpAqsS-sGHGSCcpWTv1Fr8WTLg7lcoEwpbscj7NijLM7UbDq0=w1179-h843-no?authuser=0,23.5626831,120.3041806,,,,,【環境復育型】,"嘉義縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-北港溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,嘉義縣六腳鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),,,,,"(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/75/,,,,"8,580.27",0.1,0.35,300.31
76,嘉義縣,蒜頭生態公園,嘉義縣-蒜頭生態公園,河濱腹地營造棲地環境-朴子溪,河濱地區,公園綠地,https://www.facebook.com/media/set/?set=oa.3023351674450282&type=3,https://lh3.googleusercontent.com/yY4EU58IQB5hhoGNBJcznY3f-BWWBFY-W5pFCttSNoWEPcyvN7SDL1pX9g0fOr32XMZNHkUQKLWxBALpOKOPD7w7RN_pk1kgplQr6TQFNmcSPGY0wOIDjhWcCAbD45BcaIoPqSAGsWTNm-Hpy-6106D0UYVwBla9ZT7d2LbwCdiJ1JHFUoafvThJOHEvxZJFCsIyLuaXBv5jJqLsgyT3Fv35vrfg7QzkS2WnreoYNt7Sbv1ngs_LxxxkMok1lbuqnPyi99nWgJaiVALX8x7DhMFyvMS8IaMsEuLiQHK6nDYTIkg2pbJVO759KhS25AKqzjmUudlmoKgiPtnGR8h3mysgn8E1UKW_aRf77luOGPqwPfPT8vmIjad7VzRd_mZ5cSd_OOxhJtp4CC9A7f4vchGaABI4AqlYtDnE1elPNuO6N_gDi5e0QrWJnivy9F0x3xn98QBlrlW7MqAr76SfUe7_WOnDV72TYyo7va_v269VbDWVqHuGvP4uEPF0paPcVA7OVD0PUBB_eqpEAlC5ycYtQMkUE7w3VOsumM9-iT42eRtriGVJdjOtqvpW5Nuc7DyjlSkYx5YxyWWMNtloJGLZTooH5KA1CT6w11fWR2N4G47VLLmphLJrXyKdWILzJtl7BfLcbFgz22ATBtrIPSqrxAxGC3usTS7kBotxKu19gXVPC55ydQRDiO9wd64=w1179-h843-no?authuser=0,23.4808779,120.2937952,,,,,【環境復育型】,"嘉義縣,河濱地區,公園綠地,,【環境復育型】",,河濱腹地營造棲地環境-朴子溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,嘉義縣六腳鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),,,,,"(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/76/,,,,"15,481.01",0.5,0.35,"2,709.18"
77,嘉義縣,荷包嶼生態園區,嘉義縣-荷包嶼生態園區,善用水體提升公園生態,,,https://www.facebook.com/media/set/?set=oa.3023353124450137&type=3,https://lh3.googleusercontent.com/qE5x96_Q6rnnQg50ToCFSQ5v04u9XbLAfHTyWzPnhzUeMGA44bGEkfYww-25Zp-M00QQuBBDgqcoNL8LBJ0G8QPp9DLhXcwLa1bZJ9zm4GAwsiwrYqQ3Nd6qGS6aNyTwXih7cMYtnGlT_xaKJFgA2pLe5cRqbnH8l6mnrfOwohJIv7cOfB4vd3vtor6To7_otc1mAoSmBw360HAGlgqnQ2uGArIe32nTzoSNrxvIuPTHQBQoRXgsYfypLVbq5NNENMjQGdjUHTGR0gyb5qcTWS5pkNX3X9nXMnBsmsPIqUWWOkjo_izlgUDaL569EtjqYd7t0eYAPoc3nB2xzfzSyQRbNMOk5t3Bu9NDAFSQA7tIsIlsTZqUi51sHuTmNGsk3QnbVElcdEttesFJgamTiMRwNZ0ByVF4TqUEHvUYAvlmI4TOMIfquOp4JD5IH57w5CWrmkqzaTESNhNrObGQeDUxgrM0aiUHXxqXWcK3p-ToLQVLhBCHwXwxjOBjwH9MYKqjCdcnc5gg-rNRSRB1JzA5Y_vYE2S6dqDuzkY5azzIg7DjIC-PDguvt5ZHQLSWTG-onOOmU1XLcIBk1hxH369KC-PaLYgqJJggDFcQj2TS3v5vcREMlRNCG-MSpXUmo6Zk0pmWgGt0IahxEOcbiYz-a4xKJv8h1wNb3oV9K3lxee8bRNquPcqLIsxwZPM=w1179-h843-no?authuser=0,23.4459776,120.2821017,,,,,【環境復育型】,"嘉義縣,,,,【環境復育型】",,善用水體提升公園生態 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,嘉義縣鹿草鄉,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),60600,(需協調公部門使用最新資料查找),,,,"(港尾溝溪滯洪池-種植蝴蝶食草植物並搭建生態浮島,https://www.taya.com.tw/msg/msg291.html)","(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/77/,,,,"41,147.00",0.5,0.35,"7,200.72"
78,嘉義縣,中埔鄉慈恩堂週邊,嘉義縣-中埔鄉慈恩堂週邊,山區生態修復,山坡地區,,https://www.facebook.com/media/set/?set=oa.3023353714450078&type=3,https://lh3.googleusercontent.com/Xz0sIQuqdB6gbBNcgeqnGTXhrj8asKMR0Rn7lN4nqm7C5TE3FDvTYEx4Euipr1Usg2_ZcP-MzM96nFLSldXJgluji1g3ciHqtGG_guWNtEQBiouy4LUQ74WYmw_0wc0CvqcbstyKBkd8xLZprbZqpaz39kt1gqDp1gNnhtzZ7qIzCPHsTEB02uQEy9KXKdZpgBdtLC8sMLGI3rs_fDqI9-1Zwenr5S1rh4Ea4l8tsi148Oq3ihma7Sb8fYrt93e9DT9Gcowuj_WLub_JlKpTGcyy_fRhNyt3rI0b0TgDw5_GuVMz8okSgSzbeJFe4iXsE3aMuKNLs654Ufa8sNcMGa3yqJW0-sAg-hhBmmH2tzVShKOOjYEClEH-7gnvz2Tri44KorkBlTmLyN98vT2ICsa0jJX7zOUrIJBiXxnHsBla11wfuIP9hyJiKl4Fh9AQ5GcJ_-6jiwrJYz_A8S7AYaXG1ASFbOzO04lMPfo1wY7xV0BA8rN11CpwuAlriJc-wItoTs_BgmokuaF1e7ScYRkRBEBxkhQnYk0Wj4Ikvb3uJ33TvnSk_ZEQPjpeY8FJS2_OCBWfGT3QEY9TuDqK5H7J5aZttF4UvS0V-7rE03nDaenfDXJjSj5Fm6EEJy7JWcyFHsej4BZhj6_yjIH2JQqIYCvtMMGzP-4eIVNt5bi08NVYoKPtgZ8phAfmvx8=w1179-h843-no?authuser=0,23.4200286,120.49663,,,,,【環境復育型】,"嘉義縣,山坡地區,,,【環境復育型】",,山區生態修復 ⦿ 管理單位：嘉義縣中埔鄉公所,相簿 與 討論區,嘉義縣中埔鄉,中埔鄉,嘉義縣中埔鄉公所,70202,(需協調公部門使用最新資料查找),,,,"(科定企業股份有限公司認養嘉義處嘉義縣中埔鄉深坑段造林用地,https://www.forest.gov.tw/0000056),(香港商美思設計工程有限公司台灣分公司認養嘉義處108年平地造林用地,https://www.forest.gov.tw/0000056)","(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/78/,,,,"31,270.25",0.5,0.35,"5,472.29"
79,嘉義縣,朴子溪河灘環境營造,嘉義縣-朴子溪河灘環境營造,河濱腹地營造棲地環境-朴子溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023354331116683&type=3,https://lh3.googleusercontent.com/OSxMJ4TH1bdGEya5AuflCrIDdWCDSdQUUlCPJF6VeAtYOcavtsu4p6cCsAr81FDPIzuDMsRJNFFvst9rJKJiZyOW0Rpa5aF4SQeBOeE-Gu-Jm5D8GxbAr2tQrvJ3aN04hlUSCbyddtyfoaXRCdqzGae-3vL7XaJXKb6i2aVaWC9juBA1QsyluDFd7d_ugO9J6FtZL_G7rSUIbgzXWZ7p-qIkEZbHDTL-O3wVLyTrNNUDSynti4upPV2ZS7TcpJr1u7bwo02IRoH8MiRAVbB0xFHTSM2_r1PMjWbCoEYpO7wbBrC_jclzm_Eg_mVzE4zEQYEgEN8yJO34LxiJ4VVYXJf42FLd2MZaPc0j_-skTdDy8AlO24WKEMDKfrPaK71-wg0R9hsts_WbdhNS30HhA4qXTOH7pAqZRKv52V16NZrJAo7ntUNLezxuns1OQ33mgIGA5SQxKpF22n_tDtvnLdZTePun3MTeh3irvuCSOVWpwEaBeYawfWLOn57zMOTxgO4dP7aiDKDKd5W7Ufl6NldBgNPTx3B5Jt5D5cQpDn313Pit66c5AS64Z_h8HOH85xup9Ubkf_MqkY5MAH6SlTJjDSPhEOVovEMIlxsOTdODbJ6r0DP3qLP7_VHoXNIPY-JJDuy7Nm_zwADfLY_41S3fRauf5nrNZsyFbGsEObIXbGN1zIMZq9c3Nq7Lnuo=w1179-h843-no?authuser=0,23.4740079,120.2460097,,,,,【環境復育型】,"嘉義縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-朴子溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,嘉義縣朴子市,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),,,,,"(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/79/,,,,"35,619.72",0.2,0.35,"2,493.38"
80,嘉義縣,東石漁人碼頭綠地,嘉義縣-東石漁人碼頭綠地,海岸區位植群營造,海岸-臺灣海峽,,https://www.facebook.com/media/set/?set=oa.3023354921116624&type=3,https://lh3.googleusercontent.com/TLwG8kHUxeGFDclm7iPGzatooJdqygBDnK5wZOkidj6blwis9nDRLFM_J_b1_3zDxjqWqoV8ILB0cjqx2tmWb11-nla5_EwTz9YhG_mY9bYytjI2FMeIqJpV-KEpTE-8zVzeSTUz4qDOClR7DU6VIIH7jnT9pqGj1WcRfshRQKbDMh4ah1tvgsbLh-eaffFABSGfp9MBiUI9VuG3TpjLoHs0hVNmfN8EvFrNvR0je1KbPZ_TTTjAuyhTRECOv4cPnoKmIF5J5BqDLGXz-g5c0Y1jaMTk6us3gJ3LAjZ-k3O2ELxfPUHXGiZiR2FxeB_C8MS6C0Yd_Fdaz3YXzpFd-WTL-OAEB1NeOgyL3KU7J_s_wSmg_ATEudZfNd-mkDno_YFDZAjrJ-fXTTrHONa0E0fZWmwql3P6hmetGMGcoH1X9q2hNMw_OX_fucdSDYycgnUv9zXOjAevAW2_N-cPC0IyIBKNDxAar-lpgSTvzM_j4uTGbiMyCFuWDZuydnCXMrrlFC6RqSoLfnKdmMFFqqtEy2RtYj0qdCL0fpuB8zmGdieBtLt7kx7wbq-dIYaXjz2uctuz5zlJhJlTX_x3JS6ba1Ybcr2zKdq4gjhgU8JzmEj6rjlkP63K2Yen0liNqRV6OiOzQlS79CPJxX1ka0J4Y5yYiaiIjIfx0YRcjWDIBIHWdhwiVUWHfl98ez4=w1179-h843-no?authuser=0,23.4500873,120.1352611,,,,,【環境復育型】,"嘉義縣,海岸-臺灣海峽,,,【環境復育型】",,海岸區位植群營造 ⦿ 管理單位：嘉義縣政府,相簿 與 討論區,嘉義縣東石鄉,中華民國,嘉義縣政府,70201,(需協調公部門使用最新資料查找),,,,,"(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/80/,,,,"18,394.60",0.2,0.35,"1,287.62"
81,嘉義縣,高跟鞋教堂周邊,嘉義縣-高跟鞋教堂周邊,期待提出與樹木共融的設施,,人文景點,https://www.facebook.com/media/set/?set=oa.3023355664449883&type=3,https://lh3.googleusercontent.com/s5eTe3Vcw9qstx_aXrWOUYC6JLUiZpkbVYkXAgD-Out6FBdTQ6Ez3V6eNly-gvdZH2QK_9sANfP9uOzUINHc7NTQRzjg3y7YjrxjYo0n6GPcreDZiPZuEelbXgpu6kC0rPTWMTUUq3oiQsYmGM6X7FMOMNz1UzkeZRIwRhcG7GrabjO9dyDu96kPYsK6eSvEsETIgQQxv6e4R8zPP4FruS8g-D74-xtq0tTDaij8M8qZKrPvuNnMIIf3WcgDeC1H3DKGQ2GCJvYdc9hn5Q_EkAYbe8z93E-20vCd3rNl2VDW4SE0yxHyrhZiGTlMYsv1MdIctKTJaOi1mivR1gUj537sjrzSWvbQ9OEZVXD6DeyA-iM5ipAvTfds-0I-QOn4oHegKU-RGV4hOXgFIO5cdgpciycboxzSuN0A2-y7y1FeTz8Un3YSfqAVMUV-1wQBetTu7ASMWWEOHPKdBRQF9nZREb4rwIp5WYMYD1NzuKZd7j_C5dfD8aL6FOyXuI0tuDPrwc6iimsQl734oa9K6mnd_QOtXkjuyDi9-s15cGMzd_3oc8Z7dDDLDOirYeOfsLztnkV-X4Khy8QNKiLHfZO6u-0TW2kD7p5rO7zrzhCLXs2ZtDW9pJ82pa0-28d03FAWOzgQEeymOXTLYYoqcar6nLxVLB68pLm0J2SyD0_agQXU8zryx4t-MUevzs8=w1179-h843-no?authuser=0,23.3777301,120.1492525,,,,,【環境復育型】,"嘉義縣,,人文景點,,【環境復育型】",,期待提出與樹木共融的設施 ⦿ 管理單位：交通部觀光局雲嘉南濱海國家風景區管理處,相簿 與 討論區,嘉義縣布袋鎮,嘉義縣,交通部觀光局雲嘉南濱海國家風景區管理處,70201,(需協調公部門使用最新資料查找),,,,,"(嘉義縣-苗木申請業務窗口,https://agriculture.cyhg.gov.tw/News_Content.aspx?n=0BC8D553A54B4F83&sms=0406DE0D2DB445BA&s=7F88AFA65F5FF71D),(屏東林區管理處-苗木申請業務窗口,https://pingtung.forest.gov.tw/0000212),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/81/,,,,"47,785.07",0.5,0.35,"8,362.39"
82,嘉義市,嘉義交流道,嘉義市-嘉義交流道,交通綠地提升綠覆品質,,交通綠地,https://www.facebook.com/media/set/?set=oa.3023356447783138&type=3,https://lh3.googleusercontent.com/PUD37gImhjAUpo4Pr5pZd9_F832-eP36TKaHcUTW4OiZOzgOJzaKSWu6Bj6gYMU13DAcbySDlE2Zxs8OV_RazVpmEhYd5b_zmt4aMENOoyt6TtTvQWQdqiLiRefzVaVn2GH9vX9PfzYL8tfwkRuG924_0r_L3hU69JjjvMCFZZBukX6-zIWpS1y-9JzLNPBaQ2rgpuYpGqwsQBPl8UlW7PJKLjah0rfVxzfosFm8qT05VpRWbK1tJdNjn9yjZ29dEzmVTF44nuKGqwvc5QWeEd0GO8iyxmRgRrZLJcYhwxN0KikhWHJcIwKwvHUxahv8S6eWwGiw6uQPlTXwovvy5Z16CeyqLcxIGNLsQFyrBBzN7igTxWLr-_c63ExjyR24UZ1MrGMo9llqrdrx4Ru9xHcjYcsF8ej0_cb_IqDrWvGbrp7_ppgIIrLf3_GbFQ-mB2oWksuH5csSe3cMfnTnHd7SXe7x0U8G0IRfro5jjXIuKyu16DJFEs-7sTds5OOfi_nxO0-LIrZGVH_ovvZneKMnZ9rNWD5fww3HFZ3CconTfj6VbErs7kGNjrIrdFNgfUYIaECDjucF5ZSwU3HYd31-ccREUOjAwdqikU7t0CTCyGu3WAoPFD6YB5kyAEUq-VVsUNFPs_GKBoI8HlAcTNgXjXo6D3utrOtvBT14tLRwEp8Ri6UxmOMwHuSFtDI=w1179-h843-no?authuser=0,23.4938523,120.3916579,,,,,【環境復育型】,"嘉義市,,交通綠地,,【環境復育型】",,交通綠地提升綠覆品質 ⦿ 管理單位：交通部高速公路局,相簿 與 討論區,嘉義市西區,中華民國,交通部高速公路局,30301,(需協調公部門使用最新資料查找),魚木,,,"(高公局「國道樹島示範區」植樹活動,https://tw.news.yahoo.com/%E9%AB%98%E5%85%AC%E5%B1%80%E4%B8%AD%E5%8D%80%E9%A4%8A%E8%AD%B7%E5%88%86%E5%B1%80%E9%96%8B%E5%95%9F%E5%9C%8B%E9%81%93%E5%BE%A9%E8%82%B2%E9%87%8C%E7%A8%8B%E7%A2%91-152642685.html),(新北四號公園韌性都市林計畫,https://www.tfri.gov.tw/main/news_in.aspx?mnuid=5425&modid=529&nid=30214)","(嘉義市 -苗木申請業務窗口,https://e-service.chiayi.gov.tw/main/ap/dtl.jsp?sid=40&cid=65&did=68),([機構] 蘭潭苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(嘉義林區管理處-苗木申請業務窗口,https://chiayi.forest.gov.tw/0000475)","(嘉義熱帶樹木園,https://cptfri.tfri.gov.tw/InfoChiayi.php),(鰲鼓濕地,https://swcoast-nsa.travel/zh-tw/attraction/details/36)",http://tree.setnil.com/place/82/,,,,"279,217.37",0.5,0.35,"48,863.04"
